[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.246651 0.708762 -0.4287 -1.61734 103.951 132.479 1st prem=3.23445 ;2nd prem=26.5916]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.735893 0.380535 -0.5727 0.534188 99.8018 137.986 1st prem=0 ;2nd prem=31.1005]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.869625 0.830164 0.255119 -0.462926 126.132 109.181 1st prem=21.3951 ;2nd prem=7.51717]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.0748314 0.232978 0.243069 2.26406 125.703 109.554 1st prem=21.0437 ;2nd prem=7.82235]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.768792 0.569628 -0.656873 -0.307227 97.4538 141.311 1st prem=0 ;2nd prem=33.8224]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.125675 0.532426 -1.99457 -0.412087 66.7545 206.297 1st prem=0 ;2nd prem=87.0289]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.735282 0.413617 -0.671518 0.405049 97.051 141.897 1st prem=0 ;2nd prem=34.3027]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.349559 0.634205 -0.964246 -1.08277 89.3392 154.146 1st prem=0 ;2nd prem=44.331]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.986694 0.358318 -0.102994 0.127212 113.982 120.82 1st prem=11.4474 ;2nd prem=17.0459]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.311106 0.684774 -0.60889 -1.40161 98.7854 139.406 1st prem=0 ;2nd prem=32.2629]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.0626545 0.34785 -1.35766 1.92276 79.9311 172.289 1st prem=0 ;2nd prem=59.1855]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.989105 0.814661 0.0584962 -0.135971 119.309 115.425 1st prem=15.8087 ;2nd prem=12.6293]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.870907 0.261086 -0.0365931 0.524501 116.143 118.572 1st prem=13.2166 ;2nd prem=15.2055]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.440657 0.270913 -0.167737 1.26919 111.914 123.053 1st prem=9.75402 ;2nd prem=18.874]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.914853 0.353771 -0.255991 0.335338 109.155 126.163 1st prem=7.49514 ;2nd prem=21.4205]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.100223 0.645314 -1.3113 -1.69742 80.9863 170.045 1st prem=0 ;2nd prem=57.3477]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.234291 0.561846 -1.57662 -0.645479 75.131 183.297 1st prem=0 ;2nd prem=68.1977]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.494522 0.854335 0.723432 -0.940731 143.996 95.6363 1st prem=36.0211 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.0899075 0.572314 -1.97228 -0.96335 67.1765 205.001 1st prem=0 ;2nd prem=85.9678]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.654683 0.0275277 0.906706 0.158408 151.658 90.8051 1st prem=42.2937 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.923612 0.0680868 0.362728 0.165391 130.03 105.908 1st prem=24.5865 ;2nd prem=4.83743]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.00714133 0.960387 3.04696 -0.774434 277.822 49.5687 1st prem=145.588 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.624866 0.052736 0.917009 0.315482 152.1 90.5408 1st prem=42.656 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.0241401 0.287576 -0.638352 2.65335 97.9657 140.572 1st prem=0 ;2nd prem=33.2179]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.635731 0.661702 -0.501385 -0.809056 101.835 135.231 1st prem=1.50263 ;2nd prem=28.8446]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.415082 0.0336009 1.29666 0.277893 169.342 81.3222 1st prem=56.7726 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.924406 0.365978 -0.26403 0.295799 108.907 126.45 1st prem=7.29217 ;2nd prem=21.6556]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.140507 0.696249 -0.656442 -1.86925 97.4657 141.294 1st prem=0 ;2nd prem=33.8083]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.359264 0.97467 1.41279 -0.226771 174.997 78.6945 1st prem=61.4021 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.0293283 0.519639 -2.63657 -0.326996 55.6697 247.375 1st prem=0 ;2nd prem=120.66]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.514969 0.342723 -0.633868 0.962033 98.09 140.394 1st prem=0 ;2nd prem=33.0721]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.280984 0.113193 1.20711 1.0401 165.107 83.4083 1st prem=53.305 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.440809 0.189856 0.472262 1.18964 134.121 102.678 1st prem=27.9363 ;2nd prem=2.19226]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.633381 0.0721763 0.8591 0.418704 149.629 92.036 1st prem=40.633 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.423688 0.93701 1.20923 -0.505249 165.206 83.3583 1st prem=53.386 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.478317 0.756737 0.0513931 -1.21339 119.069 115.658 1st prem=15.6127 ;2nd prem=12.8194]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.276345 0.966826 1.5691 -0.331877 182.907 75.2911 1st prem=67.8785 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.705466 0.885159 0.627149 -0.551795 140.128 98.2766 1st prem=32.8539 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.182134 0.214118 0.412569 1.79883 131.876 104.426 1st prem=26.0979 ;2nd prem=3.62365]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.555864 0.098117 0.884228 0.626581 150.696 91.3842 1st prem=41.5068 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.627827 0.492599 -0.963831 0.0448507 89.3497 154.128 1st prem=0 ;2nd prem=44.3162]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.266579 0.149602 0.959081 1.31314 153.921 89.4698 1st prem=44.1467 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.455336 0.464248 -1.22285 0.279416 83.0378 165.844 1st prem=0 ;2nd prem=53.9081]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.787774 0.881283 0.507305 -0.468753 135.457 101.665 1st prem=29.0301 ;2nd prem=1.36315]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.564287 0.657491 -0.587374 -0.894078 99.3884 138.56 1st prem=0 ;2nd prem=31.5704]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.352947 0.635914 -0.948183 -1.08804 89.746 153.447 1st prem=0 ;2nd prem=43.7589]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.295633 0.440474 -1.45325 0.570385 77.799 177.011 1st prem=0 ;2nd prem=63.0512]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.18421 0.267159 -0.197927 1.82871 110.962 124.108 1st prem=8.97494 ;2nd prem=19.738]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.0285653 0.355754 -1.64439 2.09931 73.7047 186.844 1st prem=0 ;2nd prem=71.1017]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.11362 0.400586 -1.6918 1.21967 72.723 189.366 1st prem=0 ;2nd prem=73.1669]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.0215461 0.722282 -0.480058 -2.72849 102.451 134.418 1st prem=2.0071 ;2nd prem=28.1787]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.40144 0.103427 1.07569 0.817491 159.082 86.5671 1st prem=48.3723 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.0285043 0.911557 2.2661 -1.4072 222.765 61.8196 1st prem=100.512 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.533311 0.618519 -0.824497 -0.759938 92.9412 148.172 1st prem=0 ;2nd prem=39.4398]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.721885 0.203619 0.231954 0.77329 125.308 109.899 1st prem=20.7206 ;2nd prem=8.1048]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.276955 0.318949 -0.672693 1.4544 97.0187 141.945 1st prem=0 ;2nd prem=34.3413]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.453413 0.629566 -0.863475 -0.914501 91.9222 149.814 1st prem=0 ;2nd prem=40.7847]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.779962 0.539872 -0.682989 -0.174778 96.7366 142.359 1st prem=0 ;2nd prem=34.6802]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.38432 0.706412 -0.374035 -1.33141 105.57 130.447 1st prem=4.56058 ;2nd prem=24.9275]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.989776 0.44322 -0.134335 0.0500674 112.976 121.896 1st prem=10.6238 ;2nd prem=17.9267]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.515488 0.470901 -1.13202 0.209313 85.1987 161.637 1st prem=0 ;2nd prem=50.4642]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.177282 0.57213 -1.67233 -0.814457 73.1245 188.326 1st prem=0 ;2nd prem=72.3155]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.649648 0.718558 -0.182295 -0.910725 111.454 123.561 1st prem=9.37751 ;2nd prem=19.2897]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.845363 0.250984 -0.00358448 0.579626 117.232 117.47 1st prem=14.1085 ;2nd prem=14.3033]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.816218 0.853755 0.386654 -0.506604 130.913 105.194 1st prem=25.3094 ;2nd prem=4.25262]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.802728 0.487259 -0.660808 0.0530157 97.3454 141.468 1st prem=0 ;2nd prem=33.9513]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.190374 0.257515 -0.0859736 1.81938 114.532 120.24 1st prem=11.8977 ;2nd prem=16.5709]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.686026 0.531816 -0.850859 -0.172392 92.2508 149.281 1st prem=0 ;2nd prem=40.3478]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.0376904 0.579302 -2.24926 -1.22373 62.1147 221.707 1st prem=0 ;2nd prem=99.6454]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.709738 0.753502 0.0182194 -0.82788 117.957 116.748 1st prem=14.7023 ;2nd prem=13.712]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.714957 0.858455 0.516017 -0.636232 135.792 101.415 1st prem=29.3038 ;2nd prem=1.15829]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.926023 0.984527 0.39021 -0.0380558 131.045 105.088 1st prem=25.4172 ;2nd prem=4.16605]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.259255 0.882443 1.21491 -1.10629 165.472 83.2244 1st prem=53.6037 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.775719 0.992676 0.711937 -0.0327871 143.529 95.9478 1st prem=35.6384 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.596301 0.687399 -0.389735 -0.939215 105.103 131.027 1st prem=4.17761 ;2nd prem=25.4028]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.211493 0.236824 0.145767 1.75667 122.29 112.611 1st prem=18.2499 ;2nd prem=10.3252]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.898679 0.607532 -0.360683 -0.289081 105.97 129.955 1st prem=4.88761 ;2nd prem=24.5249]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.174566 0.561937 -1.72869 -0.708897 71.9681 191.353 1st prem=0 ;2nd prem=74.7932]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.126072 0.779717 0.377797 -1.99977 130.585 105.458 1st prem=25.0412 ;2nd prem=4.46865]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.706015 0.989746 0.832677 -0.053723 148.515 92.7264 1st prem=39.7208 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.278512 0.509262 -1.59623 -0.0930009 74.7156 184.316 1st prem=0 ;2nd prem=69.032]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.474349 0.261086 -0.0850016 1.21836 114.563 120.207 1st prem=11.9235 ;2nd prem=16.5438]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.393353 0.403333 -1.12173 0.779629 85.4471 161.167 1st prem=0 ;2nd prem=50.0795]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.000274667 0.287149 -0.936684 3.93986 90.0384 152.949 1st prem=0 ;2nd prem=43.351]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.817866 0.678304 -0.276095 -0.570865 108.536 126.883 1st prem=6.98841 ;2nd prem=22.0095]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.359935 0.164342 0.732789 1.22747 144.378 95.3836 1st prem=36.3335 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.788598 0.546983 -0.659387 -0.200513 97.3845 141.411 1st prem=0 ;2nd prem=33.9047]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.647755 0.91052 0.788477 -0.496778 146.67 93.8929 1st prem=38.2102 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.848354 0.0922575 0.479825 0.31414 134.409 102.458 1st prem=28.1715 ;2nd prem=2.01264]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.980682 0.577593 -0.174508 -0.0925282 111.699 123.289 1st prem=9.57871 ;2nd prem=19.0671]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.132572 0.533464 -1.96601 -0.419571 67.2958 204.638 1st prem=0 ;2nd prem=85.6704]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.324381 0.898099 1.20335 -0.896445 164.931 83.497 1st prem=53.1614 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.0558184 0.291269 -0.61597 2.32204 98.5878 139.685 1st prem=0 ;2nd prem=32.4917]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.923093 0.120243 0.291214 0.274306 127.426 108.072 1st prem=22.4547 ;2nd prem=6.6092]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.43028 0.758019 0.0654053 -1.29706 119.542 115.2 1st prem=15.9998 ;2nd prem=12.4448]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.614093 0.189673 0.365423 0.917433 130.129 105.828 1st prem=24.6676 ;2nd prem=4.77138]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.546678 0.178961 0.474414 0.991323 134.203 102.615 1st prem=28.0032 ;2nd prem=2.14111]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.808435 0.93234 0.594109 -0.268968 138.824 99.1993 1st prem=31.7867 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.249794 0.551531 -1.57906 -0.529909 75.0793 183.423 1st prem=0 ;2nd prem=68.3011]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.418683 0.39613 -1.04839 0.801352 87.2381 157.858 1st prem=0 ;2nd prem=47.3705]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.53914 0.948088 1.05295 -0.356165 158.062 87.1256 1st prem=47.5375 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.515427 0.00662252 1.15032 0.0478928 162.476 84.759 1st prem=51.1508 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.726249 0.168859 0.390335 0.698114 131.049 105.085 1st prem=25.421 ;2nd prem=4.163]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.993225 0.693808 -0.0403187 -0.109411 116.02 118.697 1st prem=13.1164 ;2nd prem=15.3078]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.679891 0.131321 0.595993 0.64532 138.898 99.1464 1st prem=31.8473 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.0278939 0.645528 -1.63286 -2.11954 73.9454 186.236 1st prem=0 ;2nd prem=70.6038]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.190619 0.902066 1.48675 -1.05097 178.696 77.0654 1st prem=64.4308 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.605976 0.844234 0.558605 -0.830537 137.437 100.2 1st prem=30.651 ;2nd prem=0.164138]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.985351 0.777276 0.0292987 -0.169281 118.328 116.383 1st prem=15.0054 ;2nd prem=13.413]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.907498 0.0431532 0.424502 0.118005 132.322 104.074 1st prem=26.4629 ;2nd prem=3.33558]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.423811 0.318705 -0.54824 1.19011 100.495 137.035 1st prem=0.404984 ;2nd prem=30.3216]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.823756 0.338389 -0.328324 0.529118 106.944 128.771 1st prem=5.68533 ;2nd prem=23.5556]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.407971 0.750847 0.00712539 -1.33905 117.588 117.115 1st prem=14.3997 ;2nd prem=14.0124]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.391125 0.992462 1.36867 -0.0648728 172.826 79.6827 1st prem=59.6252 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.535386 0.625233 -0.789265 -0.791577 93.872 146.703 1st prem=0 ;2nd prem=38.2369]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.421918 0.666555 -0.657665 -1.13726 97.432 141.342 1st prem=0 ;2nd prem=33.8484]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.027955 0.159337 1.4426 2.25238 176.478 78.0337 1st prem=62.6153 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.113926 0.717063 -0.428279 -2.03985 103.963 132.463 1st prem=3.24459 ;2nd prem=26.5787]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.467574 0.155004 0.69305 1.01984 142.764 96.4617 1st prem=35.0124 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.919706 0.712638 -0.0951696 -0.397927 114.234 120.553 1st prem=11.6541 ;2nd prem=16.8272]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.869381 0.903287 0.434383 -0.302092 132.692 103.784 1st prem=26.7661 ;2nd prem=3.09777]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.456709 0.828516 0.592886 -1.10268 138.776 99.2336 1st prem=31.7474 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.12418 0.981933 2.02941 -0.23137 208.341 66.0998 1st prem=88.7019 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.740135 0.273721 -0.115196 0.767187 113.589 121.238 1st prem=11.1258 ;2nd prem=17.3879]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.341655 0.351848 -0.875151 1.17559 91.6191 150.31 1st prem=0 ;2nd prem=41.1904]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.518632 0.408094 -0.960104 0.625558 89.4439 153.966 1st prem=0 ;2nd prem=44.1832]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.124454 0.658376 -1.11141 -1.71242 85.6968 160.698 1st prem=0 ;2nd prem=49.6951]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.995422 0.704672 -0.0269151 -0.0919356 116.461 118.248 1st prem=13.4772 ;2nd prem=14.9401]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.30604 0.144017 0.95067 1.21009 153.555 89.6829 1st prem=43.8473 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.714927 0.214118 0.18314 0.798505 123.59 111.427 1st prem=19.3139 ;2nd prem=9.3557]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.181951 0.0787378 1.62474 0.876501 185.808 74.1155 1st prem=70.254 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.897 0.687582 -0.178208 -0.43086 111.583 123.418 1st prem=9.48305 ;2nd prem=19.1728]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.766991 0.114139 0.548975 0.478735 137.063 100.474 1st prem=30.345 ;2nd prem=0.387889]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.999512 0.0136418 0.0311396 0.00267564 118.389 116.322 1st prem=15.0558 ;2nd prem=13.3634]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.108585 0.467605 -2.06373 0.425965 65.4612 210.373 1st prem=0 ;2nd prem=90.3658]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.790704 0.126377 0.480383 0.488769 134.43 102.442 1st prem=28.1888 ;2nd prem=1.99939]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.188482 0.342845 -1.00631 1.52475 88.2826 155.991 1st prem=0 ;2nd prem=45.8414]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.712638 0.0398267 0.797505 0.203839 147.045 93.6535 1st prem=38.5172 ;2nd prem=0]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.443342 0.493027 -1.27425 0.0558677 81.8394 168.272 1st prem=0 ;2nd prem=55.8964]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.816889 0.166326 0.319182 0.550116 128.438 107.221 1st prem=23.2833 ;2nd prem=5.91204]
[Antithetic Variates][U1-U2-Z1-Z2-S1-S2]:[0.435621 0.332682 -0.640013 1.11908 97.9196 140.639 1st prem=0 ;2nd prem=33.2721]
